Data,Descrição,Entrada de Dinheiro (R$),Entrada de bônus (R$),Saída de Dinheiro (R$),Saída de bônus (R$),Saldos em Dinheiro (R$)
22-fev-26 14:53:46,"Milan x Parma / 0,5 gols no primeiro tempo Ref: 17717828251048",--,--,-200.00,--,"10,164.48"
22-fev-26 14:49:43,"Fatih Karagumruk Istanbul x Samsunspor / 0,5 gols no primeiro tempo Ref: 17717825821047",116.75,--,--,--,"10,364.48"
22-fev-26 14:35:04,"AGF x Viborg / 0,5 gols no primeiro tempo Ref: 17717817031046",156.29,--,--,--,"10,247.73"
22-fev-26 14:16:56,"St Pauli x Werder Bremen / 0,5 gols no primeiro tempo Ref: 17717806151045",100.66,--,--,--,"10,091.44"
22-fev-26 14:05:33,"Korona Kielce x Lech Poznan / 0,5 gols no primeiro tempo Ref: 17717799321044",--,--,-200.00,--,"9,990.78"
22-fev-26 14:04:42,"Tottenham x Arsenal / 0,5 gols no primeiro tempo Ref: 17717798821043",158.17,--,--,--,"10,190.78"
22-fev-26 12:50:46,"Barcelona x Levante / 1,5 gols no primeiro tempo Ref: 17717754461042",135.58,--,--,--,"10,032.61"
22-fev-26 12:47:49,"FK Spartak x FK Radnicki 1923 / 2,5 gols no primeiro tempo Ref: 17717752681041",--,--,-200.00,--,"9,897.03"
22-fev-26 12:30:44,"La Serena x Univ de Concepcion / 0,5 gols no primeiro tempo Ref: 17717742431040",--,--,-200.00,--,"10,097.03"
22-fev-26 11:53:15,"Sunderland x Fulham / 0,5 gols no primeiro tempo Ref: 17717719951039",153.95,--,--,--,"10,297.03"
22-fev-26 10:50:44,"Getafe x Sevilla / 0,5 gols no primeiro tempo Ref: 17717682441038",100.89,--,--,--,"10,143.08"
22-fev-26 00:42:50,"Cruz Azul x Guadalajara / 0,5 gols no primeiro tempo Ref: 17717317691037",--,--,-200.00,--,"10,042.19"
21-fev-26 23:24:23,"Central Cordoba (SdE) x Tigre / Mais/Menos de 0,5 Gols Ref: 17717270621036",107.33,--,--,--,"10,242.19"
21-fev-26 23:17:32,"Internacional de Bogotá x Millonarios / 0,5 gols no primeiro tempo Ref: 17717266521035",131.81,--,--,--,"10,134.86"
21-fev-26 19:14:09,"Red Bull Bragantino x São Paulo / 0,5 gols no primeiro tempo Ref: 17717120481034",--,--,-160.00,--,"10,003.05"
21-fev-26 18:48:24,"OHiggins x Colo Colo / 0,5 gols no primeiro tempo Ref: 17717105041033",163.59,--,--,--,"10,163.05"
21-fev-26 18:02:01,"Al-Hilal x Al-Ittihad / Mais/Menos de 2,5 Gols Ref: 17717077211032",--,--,-200.00,--,"9,999.46"
21-fev-26 17:54:37,"PSG x Metz / 1,5 gols no primeiro tempo Ref: 17717072781031",110.94,--,--,--,"10,199.46"
21-fev-26 17:31:47,"Union St. Gilloise x Antwerp / 0,5 gols no primeiro tempo Ref: 17717059071030",152.31,--,--,--,"10,088.52"
21-fev-26 17:02:59,"Grasshoppers Zurich x FC Zurich / 0,5 gols no primeiro tempo Ref: 17717041791029",--,--,-200.00,--,"9,936.21"
21-fev-26 16:48:59,"NAC Breda x FC Volendam / 0,5 gols no primeiro tempo Ref: 17717033381028",225.65,--,--,--,"10,136.21"
21-fev-26 16:25:46,"RB Leipzig x Borussia Dortmund / Mais/Menos de 3,5 Gols Ref: 17717019461027",--,--,-200.00,--,"9,910.56"
21-fev-26 16:25:32,"West Ham x Bournemouth / Mais/Menos de 0,5 Gols Ref: 17717019311026",312.15,--,--,--,"10,110.56"
21-fev-26 15:49:42,"Moreirense x Sporting / 0,5 gols no primeiro tempo Ref: 17716997821025",--,--,-200.00,--,"9,798.41"
21-fev-26 15:36:42,"Lecce x Inter de Milão / Mais/Menos de 0,5 Gols Ref: 17716990021024",161.71,--,--,--,"9,998.41"
21-fev-26 15:10:30,"Osasuna x Real Madrid / 0,5 gols no primeiro tempo Ref: 17716974291023",182.40,--,--,--,"9,836.70"
21-fev-26 15:01:47,"Brugge x Oud-Heverlee Leuven / 0,5 gols no primeiro tempo Ref: 17716969061022",--,--,-200.00,--,"9,654.30"
21-fev-26 14:50:02,"Lecce x Inter de Milão / 0,5 gols no primeiro tempo Ref: 17716962011021",--,--,-200.00,--,"9,854.30"
21-fev-26 13:51:22,"Hartberg x Grazer AK / 0,5 gols no primeiro tempo Ref: 17716926821020",319.59,--,--,--,"10,054.30"
21-fev-26 13:47:16,"Olympiakos x Panaitolikos / Mais/Menos de 1,5 Gols Ref: 17716924351019",144.79,--,--,--,"9,734.71"
21-fev-26 13:19:10,"Bayern de Munique x Eintracht Frankfurt / Mais/Menos de 4,5 Gols Ref: 17716907501018",--,--,-500.00,--,"9,589.92"
21-fev-26 13:00:47,"Juventus x Como / Mais/Menos de 2,5 Gols Ref: 17716896471017",338.47,--,--,--,"10,089.92"
21-fev-26 12:18:09,"Trencin x Zemplin / 0,5 gols no primeiro tempo Ref: 17716870891016",746.11,--,--,--,"9,751.45"
21-fev-26 11:49:46,"Entella x Catanzaro / 0,5 gols no primeiro tempo Ref: 17716853861015",--,--,-500.00,--,"9,005.34"
21-fev-26 11:32:14,"Slovacko x Pardubice / 0,5 gols no primeiro tempo Ref: 17716843331014",--,--,-500.00,--,"9,505.34"
21-fev-26 11:06:12,"Stoke x Leicester / Mais/Menos de 2,5 Gols Ref: 17716827721013",--,--,-770.00,--,"10,005.34"
21-fev-26 10:35:09,"Leganés x Leonesa / 0,5 gols no primeiro tempo Ref: 17716809091012",--,--,-500.00,--,"10,775.34"
21-fev-26 10:18:53,"Rotherham x Doncaster / 1,5 gols no primeiro tempo Ref: 17716799331011",272.66,--,--,--,"11,275.34"
21-fev-26 10:12:12,"Hull x QPR / 1,5 gols no primeiro tempo Ref: 17716795311010",--,--,-500.00,--,"11,002.68"
21-fev-26 09:59:14,"Plymouth x Cardiff / 0,5 gols no primeiro tempo Ref: 17716787541009",--,--,-500.00,--,"11,502.68"
21-fev-26 09:11:59,"76 Igdir Belediyespor x Erokspor A.S / Mais/Menos de 2,5 Gols Ref: 17716759191008",--,--,-420.00,--,"12,002.68"
21-fev-26 08:39:55,"Chiangrai Utd x Chonburi / 0,5 gols no primeiro tempo Ref: 17716739941007",--,--,-500.00,--,"12,422.68"
20-fev-26 16:46:19,"Boulogne x Clermont / 0,5 gols no primeiro tempo Ref: 17716167791006",282.30,--,--,--,"12,922.68"
20-fev-26 15:18:08,"Al Wahda (Abu Dhabi) x Al Jazira / 0,5 gols no primeiro tempo Ref: 17716114881005",279.71,--,--,--,"12,640.38"
20-fev-26 10:55:56,"Prachuap x Rayong FC / Mais/Menos de 2,5 Gols Ref: 17715957561004",132.38,--,--,--,"12,360.67"
20-fev-26 05:46:50,"Central Coast Mariners (W) x Melbourne City (W) / 0,5 gols no primeiro tempo Ref: 17715772091003",48.19,--,--,--,"12,228.29"
19-fev-26 17:47:17,"Omonia x Rijeka / 0,5 gols no primeiro tempo Ref: 17715340361002",329.07,--,--,--,"12,180.10"
19-fev-26 08:59:40,"G-Osaka x Pohang Steelers / Mais/Menos de 3,5 Gols Ref: 17715023801001",341.91,--,--,--,"11,851.03"
18-fev-26 22:18:35,"Barcelona (ECU) x Argentinos Juniors / 0,5 gols no primeiro tempo Ref: 17714639151000",170.65,--,--,--,"11,509.12"
18-fev-26 19:54:51,"OHiggins x Bahia / 1,5 gols no primeiro tempo Ref: 1771455291999",338.47,--,--,--,"11,338.47"
18-fev-26 18:55:56,"Wolves x Arsenal / Mais/Menos de 3,5 Gols Ref: 1771451756998",--,--,-119.51,--,"11,000.00"
18-fev-26 16:48:06,"Levante x Villarreal / 0,5 gols no primeiro tempo Ref: 1771444086997",361.98,--,--,--,"11,119.51"
17-fev-26 22:52:30,"Atletico Ottawa x Nashville SC / 0,5 gols no primeiro tempo Ref: 1771379550996",68.58,--,--,--,"10,757.53"
17-fev-26 22:46:52,"River Plate x Ciudad de Bolivar / 0,5 gols no primeiro tempo Ref: 1771379211995",--,--,-500.00,--,"10,688.95"
17-fev-26 19:04:04,"Benfica x Real Madrid / Mais/Menos de 1,5 Gols Ref: 1771365845994",683.71,--,--,--,"11,188.95"
17-fev-26 17:49:33,"Benfica x Real Madrid / 0,5 gols no primeiro tempo Ref: 1771361372993",--,--,-500.00,--,"10,505.24"
17-fev-26 10:35:13,"Chelghoum Laid x NC Magra / 0,5 gols no primeiro tempo Ref: 1771335313992",345.24,--,--,--,"11,005.24"
16-fev-26 20:56:04,"Deportivo Riestra x Newells / Mais/Menos de 2,5 Gols Ref: 1771286164991",--,--,-6.32,--,"10,660.00"
16-fev-26 19:36:43,"Deportivo Riestra x Newells / 0,5 gols no primeiro tempo Ref: 1771281403990",666.32,--,--,--,"10,666.32"
16-fev-26 18:59:44,Girona x Barcelona / Resultado da partida Ref: 1771279186989,--,--,"-1,600.00",--,"10,000.00"
16-fev-26 18:08:11,Deposit Ref: 1771276091988,"10,000.00",--,--,--,"11,600.00"
16-fev-26 17:48:18,"Girona x Barcelona / 0,5 gols no primeiro tempo Ref: 1771274898987",--,--,-500.00,--,"1,600.00"
16-fev-26 15:49:25,"Dinamo Bucareste x Unirea Slobozia / 0,5 gols no primeiro tempo Ref: 1771267765986",--,--,-580.69,--,"2,100.00"
15-fev-26 21:14:12,"Ponte Preta x São Paulo / 0,5 gols no primeiro tempo Ref: 1771200851985",306.27,--,--,--,"2,680.69"
15-fev-26 19:20:32,"Sporting x Famalicão / Mais/Menos de 0,5 Gols Ref: 1771194031984","1,173.89",--,--,--,"2,374.42"
15-fev-26 18:23:36,"Sporting x Famalicão / 0,5 gols no primeiro tempo Ref: 1771190616983",--,--,-600.00,--,"1,200.53"
15-fev-26 17:52:26,"Sint-Truidense x Zulte-Waregem / Mais/Menos de 4,5 Gols Ref: 1771188746982",400.53,--,--,--,"1,800.53"
15-fev-26 17:32:15,"Sint-Truidense x Zulte-Waregem / Mais/Menos de 4,5 Gols Ref: 1771187534981",--,--,-400.53,--,"1,400.00"
15-fev-26 17:23:31,"Sint-Truidense x Zulte-Waregem / Mais/Menos de 4,5 Gols Ref: 1771187011980",400.53,--,--,--,"1,800.53"
15-fev-26 17:08:54,"Maccabi Haifa x Bnei Sakhnin / Mais/Menos de 4,5 Gols Ref: 1771186133979",--,--,-600.00,--,"1,400.00"
15-fev-26 16:40:46,"Anderlecht x RAAL La Louviere / Mais/Menos de 0,5 Gols Ref: 1771184446978",--,--,-644.95,--,"2,000.00"
15-fev-26 15:47:40,"AVS Futebol SAD x Estoril Praia / 0,5 gols no primeiro tempo Ref: 1771181259977",--,--,-500.00,--,"2,644.95"
15-fev-26 15:41:16,"Sport Huancayo x FC Cajamarca / 1,5 gols no primeiro tempo Ref: 1771180875976",432.49,--,--,--,"3,144.95"
15-fev-26 15:33:49,"Anderlecht x RAAL La Louviere / 0,5 gols no primeiro tempo Ref: 1771180428975",--,--,-799.94,--,"2,712.46"
15-fev-26 15:24:34,"Osijek x Hajduk Split / Mais/Menos de 1,5 Gols Ref: 1771179874974",387.71,--,--,--,"3,512.40"
15-fev-26 15:19:44,"Sparta Praha x Hradec Kralove / 1,5 gols no primeiro tempo Ref: 1771179583973",--,--,-600.00,--,"3,124.69"
15-fev-26 15:07:48,"RB Leipzig x Wolfsburg / Mais/Menos de 2,5 Gols Ref: 1771178868972",324.75,--,--,--,"3,724.69"
15-fev-26 14:56:12,"Young Africans x Kabylie / Mais/Menos de 3,5 Gols Ref: 1771178172971",--,--,-600.00,--,"3,399.94"
15-fev-26 14:17:38,"RB Leipzig x Wolfsburg / 0,5 gols no primeiro tempo Ref: 1771175859970",--,--,-612.88,--,"3,999.94"
15-fev-26 13:58:38,"PFC Levski Sofia x Botev Plovdiv / Mais/Menos de 3,5 Gols Ref: 1771174718969",--,--,-500.00,--,"4,612.82"
15-fev-26 13:23:30,"CD Nacional Funchal x Porto / 0,5 gols no primeiro tempo Ref: 1771172610968",--,--,-500.00,--,"5,112.82"
15-fev-26 10:48:58,"Amed Sportif Faaliyetler x Sakaryaspor / 0,5 gols no primeiro tempo Ref: 1771163338967",385.48,--,--,--,"5,612.82"
15-fev-26 10:45:07,"Thun x Sion / 0,5 gols no primeiro tempo Ref: 1771163107966",401.33,--,--,--,"5,227.34"
15-fev-26 10:18:59,"Ludogorets x Beroe Stara Za / 0,5 gols no primeiro tempo Ref: 1771161539965",--,--,-500.00,--,"4,826.01"
14-fev-26 19:30:59,"URT v Cruzeiro MG / 0,5 gols no primeiro tempo Ref: 1771108259964",390.31,--,--,--,"5,326.01"
14-fev-26 19:13:50,"Juan Pablo II College x Sporting Cristal / Mais/Menos de 1,5 Gols Ref: 1771107229963",--,--,-70.89,--,"4,935.70"
14-fev-26 18:58:18,"Paris FC x Lens / Mais/Menos de 3,5 Gols Ref: 1771106297962",441.89,--,--,--,"5,006.59"
14-fev-26 18:24:48,"Inter de Milão x Juventus / Mais/Menos de 2,5 Gols Ref: 1771104288961",375.56,--,--,--,"4,564.70"
14-fev-26 16:39:06,"RSB Berkane x Rivers United FC / 0,5 gols no primeiro tempo Ref: 1771097945960",689.14,--,--,--,"4,189.14"
14-fev-26 16:29:58,"Levadiakos x Olympiakos / Mais/Menos de 0,5 Gols Ref: 1771097398959",--,--,-537.94,--,"3,500.00"
14-fev-26 16:03:44,"Paks x Diosgyori / 0,5 gols no primeiro tempo Ref: 1771095824958",--,--,-500.00,--,"4,037.94"
14-fev-26 15:46:17,"Lille x Brest / 0,5 gols no primeiro tempo Ref: 1771094777957",--,--,-500.00,--,"4,537.94"
13-fev-26 17:30:56,"Monaco x Nantes / 0,5 gols no primeiro tempo Ref: 1771014655956",328.61,--,--,--,"5,037.94"
13-fev-26 17:26:32,"Hull x Chelsea / 0,5 gols no primeiro tempo Ref: 1771014392955",330.76,--,--,--,"4,709.33"
13-fev-26 16:46:49,"FC Volendam x PSV / 0,5 gols no primeiro tempo Ref: 1771012009954",--,--,-500.00,--,"4,378.57"
13-fev-26 15:34:59,"Rennes x PSG / 0,5 gols no primeiro tempo Ref: 1771007699953",375.56,--,--,--,"4,878.57"
13-fev-26 14:30:51,"Corum Belediyespor x Istanbulspor / 0,5 gols no primeiro tempo Ref: 1771003850952",370.87,--,--,--,"4,503.01"
12-fev-26 23:32:59,Internacional x Palmeiras / Placar correto Ref: 1770949979951,1.75,--,--,-50.00,"4,132.14"
12-fev-26 23:05:21,"Atletico Nacional Medellin x Fortaleza FC / 0,5 gols no primeiro tempo Ref: 1770948321950",630.39,--,--,--,"4,130.39"
12-fev-26 15:22:31,"Al-Quadisiya (KSA) x NEOM Sports Club / 0,5 gols no primeiro tempo Ref: 1770920551946",--,--,-500.00,--,"3,500.00"
12-fev-26 15:19:26,"Al-Quadisiya (KSA) x NEOM Sports Club / 0,5 gols no primeiro tempo Ref: 1770920366945",500.00,--,--,--,"4,000.00"
12-fev-26 15:17:52,"Al-Quadisiya (KSA) x NEOM Sports Club / 0,5 gols no primeiro tempo Ref: 1770920272944",--,--,-500.00,--,"3,500.00"
12-fev-26 13:04:49,Exchange Bonus Awarded: BREXCSELECT Ref: 1770912289943,,50.00,--,--,"4,000.00"
11-fev-26 23:35:57,"São Paulo x Grêmio / Mais/Menos de 2,5 Gols Ref: 1770863757942",--,--,-366.09,--,"4,000.00"
11-fev-26 18:36:33,"Celtic x Livingston / Mais/Menos de 2,5 Gols Ref: 1770845793941",295.75,--,--,--,"4,366.09"
11-fev-26 18:21:22,"Nottingham Forest x Wolves / Mais/Menos de 0,5 Gols Ref: 1770844882940",--,--,-500.00,--,"4,070.34"
11-fev-26 18:16:52,"Union St. Gilloise x Charleroi / Mais/Menos de 3,5 Gols Ref: 1770844612939",361.48,--,--,--,"4,570.34"
11-fev-26 17:37:39,"Bayern de Munique x RB Leipzig / 0,5 gols no primeiro tempo Ref: 1770842259938",--,--,-500.00,--,"4,208.86"
11-fev-26 17:33:27,"Celtic x Livingston / 1,5 gols no primeiro tempo Ref: 1770842006937",--,--,-500.00,--,"4,708.86"
11-fev-26 17:16:26,"Nottingham Forest x Wolves / 0,5 gols no primeiro tempo Ref: 1770840985936",--,--,-500.00,--,"5,208.86"
10-fev-26 17:21:41,"Tottenham x Newcastle / 0,5 gols no primeiro tempo Ref: 1770754901935",328.61,--,--,--,"5,708.86"
10-fev-26 17:05:57,"Luzern x Grasshoppers Zurich / 2,5 gols no primeiro tempo Ref: 1770753957934",380.25,--,--,--,"5,380.25"
09-fev-26 20:52:05,"Juventude x São José / 0,5 gols no primeiro tempo Ref: 1770681125933",--,--,-500.00,--,"5,000.00"
09-fev-26 20:10:44,Deposit Ref: 1770678643932,"2,000.00",--,--,--,"5,500.00"
09-fev-26 20:07:30,"Estudiantes x Deportivo Riestra / 0,5 gols no primeiro tempo Ref: 1770678450931",--,--,-500.00,--,"3,500.00"
09-fev-26 18:30:27,"Racing Santander x Mirandes / Mais/Menos de 1,5 Gols Ref: 1770672627930",--,--,-405.60,--,"4,000.00"
09-fev-26 17:19:33,"Racing Santander x Mirandes / 0,5 gols no primeiro tempo Ref: 1770668373929",--,--,-400.00,--,"4,405.60"
09-fev-26 13:42:19,"Al-Duhail SC x Al Sharjah / 0,5 gols no primeiro tempo Ref: 1770655338928",405.60,--,--,--,"4,805.60"
08-fev-26 19:22:16,"Benfica x Alverca / Mais/Menos de 2,5 Gols Ref: 1770589336927",--,--,-78.84,--,"4,400.00"
08-fev-26 17:33:48,"Juventus x Lazio / 0,5 gols no primeiro tempo Ref: 1770582828926",478.84,--,--,--,"4,478.84"
08-fev-26 15:59:36,"Besiktas x Alanyaspor / Mais/Menos de 4,5 Gols Ref: 1770577177925",--,--,-392.78,--,"4,000.00"
08-fev-26 15:05:35,"Brugge x Standard / 0,5 gols no primeiro tempo Ref: 1770573935924",305.14,--,--,--,"4,392.78"
08-fev-26 13:45:32,"Union St. Gilloise x RAAL La Louviere / Mais/Menos de 2,5 Gols Ref: 1770569132923",342.70,--,--,--,"4,087.64"
08-fev-26 12:46:26,"Athletic de Bilbao x Levante / 0,5 gols no primeiro tempo Ref: 1770565585922",410.67,--,--,--,"3,744.94"
08-fev-26 12:19:12,"Zlin x Sparta Praha / 0,5 gols no primeiro tempo Ref: 1770563951921",--,--,-500.00,--,"3,334.27"
07-fev-26 17:31:09,"Nantes x Lyon / 0,5 gols no primeiro tempo Ref: 1770496268920",377.45,--,--,--,"3,834.27"
07-fev-26 14:03:15,"Barcelona x Mallorca / Mais/Menos de 2,5 Gols Ref: 1770483795919",342.70,--,--,--,"3,456.82"
07-fev-26 12:48:44,"Coventry x Oxford Utd / 0,5 gols no primeiro tempo Ref: 1770479323918",--,--,-500.00,--,"3,114.12"
07-fev-26 11:13:02,"Manchester United x Tottenham / Mais/Menos de 1,5 Gols Ref: 1770473583917",245.64,--,--,--,"3,614.12"
06-fev-26 22:42:28,"Tigres x Santos Laguna / 0,5 gols no primeiro tempo Ref: 1770428547916",389.64,--,--,--,"3,368.48"
06-fev-26 17:53:00,"Reims x Bastia / Mais/Menos de 0,5 Gols Ref: 1770411180915",--,--,-500.00,--,"2,978.84"
06-fev-26 17:37:29,"Celta de Vigo x Osasuna / 0,5 gols no primeiro tempo Ref: 1770410249914",478.84,--,--,--,"3,478.84"
06-fev-26 16:46:28,"Red Star x Pau / 0,5 gols no primeiro tempo Ref: 1770407188913",--,--,-380.19,--,"3,000.00"
05-fev-26 21:50:13,"Cruzeiro x Coritiba / Mais/Menos de 0,5 Gols Ref: 1770339012912",,--,--,-50.00,"3,380.19"
05-fev-26 13:04:20,Exchange Bonus Awarded: BREXCSELECT Ref: 1770307459910,,50.00,--,--,"3,380.19"
04-fev-26 21:54:52,"Palmeiras x Vitória / 0,5 gols no primeiro tempo Ref: 1770252891909",366.17,--,--,--,"3,380.19"
04-fev-26 18:38:58,"PSV x Heerenveen / Mais/Menos de 4,5 Gols Ref: 1770241137908",333.31,--,--,--,"3,014.02"
03-fev-26 15:12:17,"Al-Khaleej Saihat x Al-Quadisiya (KSA) / 0,5 gols no primeiro tempo Ref: 1770142337907",370.87,--,--,--,"2,680.71"
02-fev-26 14:45:08,"Dínamo de Zagreb x Vukovar / 0,5 gols no primeiro tempo Ref: 1770054308906",309.84,--,--,--,"2,309.84"
01-fev-26 22:26:00,"Once Caldas x Jaguares de Cordoba / Mais/Menos de 2,5 Gols Ref: 1769995559905",--,--,-245.68,--,"2,000.00"
01-fev-26 20:38:17,"Once Caldas x Jaguares de Cordoba / 0,5 gols no primeiro tempo Ref: 1769989096904",458.33,--,--,--,"2,245.68"
01-fev-26 20:09:30,Red Bull Bragantino x São Bernardo / Ambos os times marcam? Ref: 1769987370903,--,--,-500.00,--,"1,787.35"
01-fev-26 19:55:30,"Boca Juniors x Newells / 0,5 gols no primeiro tempo Ref: 1769986530902",485.59,--,--,--,"2,287.35"
01-fev-26 19:53:24,"Deportivo Cali x Deportivo Pasto / Mais/Menos de 2,5 Gols Ref: 1769986404901",304.46,--,--,--,"1,801.76"
01-fev-26 19:31:25,"Tondela x Benfica / Mais/Menos de 0,5 Gols Ref: 1769985085900",--,--,-400.00,--,"1,497.30"
01-fev-26 17:08:06,"Strasbourg x PSG / 0,5 gols no primeiro tempo Ref: 1769976485899",295.75,--,--,--,"1,897.30"
01-fev-26 16:55:07,"Galatasaray x Kayserispor / Mais/Menos de 3,5 Gols Ref: 1769975707898",314.53,--,--,--,"1,601.55"
01-fev-26 16:49:23,"Galatasaray x Kayserispor / Mais/Menos de 3,5 Gols Ref: 1769975362897",--,--,-314.53,--,"1,287.02"
01-fev-26 15:57:08,"Galatasaray x Kayserispor / Mais/Menos de 3,5 Gols Ref: 1769972228896",314.53,--,--,--,"1,601.55"
01-fev-26 15:48:55,"Hapoel Petach Tikva x FC Ashdod / 0,5 gols no primeiro tempo Ref: 1769971734895",--,--,-409.16,--,"1,287.02"
01-fev-26 15:41:02,"FCSB x Csikszereda / 0,5 gols no primeiro tempo Ref: 1769971261894",287.02,--,--,--,"1,696.18"
01-fev-26 15:17:35,"Al-Ittihad x Al Najma Club / 1,5 gols no primeiro tempo Ref: 1769969854893",--,--,-500.00,--,"1,409.16"
01-fev-26 14:15:20,"Borussia Dortmund x Heidenheim / 0,5 gols no primeiro tempo Ref: 1769966120892",380.25,--,--,--,"1,909.16"
01-fev-26 13:54:16,"Legia Warsaw x Korona Kielce / 0,5 gols no primeiro tempo Ref: 1769964856891",299.09,--,--,--,"1,528.91"
01-fev-26 13:35:06,"Padova x Monza / 0,5 gols no primeiro tempo Ref: 1769963705890",229.09,--,--,--,"1,229.82"
01-fev-26 13:17:02,"Young Boys x FC Zurich / 1,5 gols no primeiro tempo Ref: 1769962622889",--,--,-460.00,--,"1,000.73"
01-fev-26 13:05:20,Aston Villa x Brentford / Resultado da partida Ref: 1769961920888,--,--,-552.00,--,"1,460.73"
01-fev-26 12:59:26,"Hibernian x Rangers / Mais/Menos de 0,5 Gols Ref: 1769961566887",--,--,-500.00,--,"2,012.73"
01-fev-26 12:59:15,"Como x Atalanta / Mais/Menos de 0,5 Gols Ref: 1769961555886",--,--,-500.00,--,"2,512.73"
01-fev-26 12:57:28,"Nottingham Forest x Crystal Palace / Mais/Menos de 2,5 Gols Ref: 1769961448885",--,--,-500.00,--,"3,012.73"
01-fev-26 12:40:50,"Celtic x Falkirk / 0,5 gols no primeiro tempo Ref: 1769960450884",399.03,--,--,--,"3,512.73"
01-fev-26 12:28:46,"FK Novi Pazar x FK Spartak / Mais/Menos de 4,5 Gols Ref: 1769959726883",--,--,-400.00,--,"3,113.70"
01-fev-26 12:21:17,"PSV x Feyenoord / Mais/Menos de 3,5 Gols Ref: 1769959277882",--,--,-400.00,--,"3,513.70"
01-fev-26 12:15:22,"Stuttgart x Freiburg / 0,5 gols no primeiro tempo Ref: 1769958922881",--,--,-400.00,--,"3,913.70"
01-fev-26 11:49:39,"Omonia x Digenis Ypsona / 0,5 gols no primeiro tempo Ref: 1769957378880",--,--,-400.00,--,"4,313.70"
01-fev-26 11:48:14,"Como x Atalanta / 0,5 gols no primeiro tempo Ref: 1769957293879",--,--,-400.00,--,"4,713.70"
01-fev-26 11:29:58,"Hertha Berlin x Darmstadt / Mais/Menos de 4,5 Gols Ref: 1769956198878",--,--,-400.00,--,"5,113.70"
01-fev-26 11:25:08,"Dynamo Dresden x Arminia Bielefeld / Mais/Menos de 2,5 Gols Ref: 1769955907877",--,--,-400.00,--,"5,513.70"
01-fev-26 11:16:45,"Fortuna Dusseldorf x Paderborn / Mais/Menos de 2,5 Gols Ref: 1769955405876",312.06,--,--,--,"5,913.70"
01-fev-26 10:51:33,"Real Madrid x Rayo Vallecano / 1,5 gols no primeiro tempo Ref: 1769953893875",--,--,-400.00,--,"5,601.64"
31-jan-26 18:41:31,"Dundee Utd x Hearts / Mais/Menos de 2,5 Gols Ref: 1769895690873",285.43,--,--,--,"6,001.64"
31-jan-26 18:40:05,"Córdoba x Valladolid / Mais/Menos de 2,5 Gols Ref: 1769895604872",217.82,--,--,--,"5,716.21"
31-jan-26 16:11:27,"Maccabi Haifa x Ironi Tiberias / Mais/Menos de 4,5 Gols Ref: 1769886686871",247.94,--,--,--,"5,498.39"
31-jan-26 15:57:16,"Goztepe x Fatih Karagumruk Istanbul / Mais/Menos de 3,5 Gols Ref: 1769885836870",--,--,-400.00,--,"5,250.45"
31-jan-26 15:31:04,"Dukla Praga x Sparta Praha / 0,5 gols no primeiro tempo Ref: 1769884263869",331.31,--,--,--,"5,650.45"
31-jan-26 15:29:32,"Dukla Praga x Sparta Praha / 0,5 gols no primeiro tempo Ref: 1769884172868",--,--,-331.31,--,"5,319.14"
31-jan-26 15:20:03,"Levante x Atlético de Madrid / 0,5 gols no primeiro tempo Ref: 1769883602867",--,--,-400.00,--,"5,650.45"
31-jan-26 15:18:26,"Dukla Praga x Sparta Praha / 0,5 gols no primeiro tempo Ref: 1769883506866",331.31,--,--,--,"6,050.45"
31-jan-26 15:15:03,"Dukla Praga x Sparta Praha / 0,5 gols no primeiro tempo Ref: 1769883302865",--,--,-331.31,--,"5,719.14"
31-jan-26 15:07:33,"Maccabi Haifa x Ironi Tiberias / 2,5 gols no primeiro tempo Ref: 1769882853864",323.19,--,--,--,"6,050.45"
31-jan-26 15:05:52,"Hamburgo x Bayern de Munique / 0,5 gols no primeiro tempo Ref: 1769882752863",221.58,--,--,--,"5,727.26"
31-jan-26 15:03:35,"Beitar Jerusalem x Hapoel Haifa / 1,5 gols no primeiro tempo Ref: 1769882614862",--,--,-400.00,--,"5,505.68"
31-jan-26 14:50:26,"Napoli x Fiorentina / 1,5 gols no primeiro tempo Ref: 1769881826861",--,--,-400.00,--,"5,905.68"
31-jan-26 14:26:25,"Besiktas x Konyaspor / 0,5 gols no primeiro tempo Ref: 1769880385860",274.37,--,--,--,"6,305.68"
31-jan-26 14:25:49,"Dukla Praga x Sparta Praha / 0,5 gols no primeiro tempo Ref: 1769880349859",331.31,--,--,--,"6,031.31"
31-jan-26 12:47:17,"Brighton x Everton / 0,5 gols no primeiro tempo Ref: 1769874437858",--,--,-400.00,--,"5,700.00"
31-jan-26 11:53:04,"Partizan Belgrade x Radnicki Nis / 0,5 gols no primeiro tempo Ref: 1769871184857",--,--,-400.00,--,"6,100.00"
31-jan-26 00:06:08,"Puebla x Toluca / Mais/Menos de 0,5 Gols Ref: 1769828768856",--,--,-46.28,--,"6,500.00"
30-jan-26 17:32:22,"Lens x Le Havre / 0,5 gols no primeiro tempo Ref: 1769805142855",247.00,--,--,--,"6,546.28"
30-jan-26 16:48:08,"Al-Kholood Club x Al Nassr / Mais/Menos de 2,5 Gols Ref: 1769802487854",199.05,--,--,--,"6,299.28"
30-jan-26 16:32:53,"Al-Kholood Club x Al Nassr / Mais/Menos de 2,5 Gols Ref: 1769801573853",--,--,-199.05,--,"6,100.23"
